,Year_0,row_id,Ranking,Choice
1073,2022,2022_70,1,Desire to work in a research environment
1074,2022,2022_71,1,Desire to advance research
1075,2022,2022_72,1,Ability to work across disciplines
1076,2022,2022_73,1,Freedom to choose own working practices
1077,2022,2022_74,1,Opportunity for career advancement
1079,2022,2022_76,1,The salary
1080,2022,2022_77,1,Ability to work across disciplines
1082,2022,2022_79,1,Freedom to choose own working practices
1083,2022,2022_80,1,Opportunity to develop software
1084,2022,2022_81,1,Desire to advance research
1085,2022,2022_82,1,Freedom to choose own working practices
1086,2022,2022_83,1,Desire to work in a research environment
1087,2022,2022_84,1,Desire to advance research
1089,2022,2022_86,1,Desire to advance research
1090,2022,2022_87,1,Desire to work in a research environment
1091,2022,2022_88,1,Flexible working hours
1092,2022,2022_89,1,Opportunity to develop software
1093,2022,2022_90,1,Desire to advance research
1094,2022,2022_91,1,Desire to work in a research environment
1095,2022,2022_92,1,I want to learn new skills
1096,2022,2022_93,1,Opportunity to develop software
1097,2022,2022_94,1,I want to learn new skills
1098,2022,2022_95,1,Desire to advance research
1100,2022,2022_97,1,Desire to work in a research environment
1101,2022,2022_98,1,Desire to advance research
1102,2022,2022_99,1,I want to learn new skills
1103,2022,2022_100,1,Freedom to choose own working practices
1104,2022,2022_101,1,Desire to work in a research environment
1105,2022,2022_102,1,Desire to work in a research environment
1106,2022,2022_103,1,Desire to work in a research environment
1107,2022,2022_104,1,Flexible working hours
1108,2022,2022_105,1,Freedom to choose own working practices
1109,2022,2022_106,1,Ability to work across disciplines
1110,2022,2022_107,1,Opportunity to develop software
1111,2022,2022_108,1,Desire to advance research
1112,2022,2022_109,1,Opportunity to develop software
1113,2022,2022_110,1,Desire to work in a research environment
1114,2022,2022_111,1,Desire to work in a research environment
1115,2022,2022_112,1,I want to learn new skills
1116,2022,2022_113,1,Desire to work in a research environment
1117,2022,2022_114,1,Desire to work in a research environment
1118,2022,2022_115,1,Flexible working hours
1119,2022,2022_116,1,Desire to advance research
1120,2022,2022_117,1,Opportunity to develop software
1121,2022,2022_118,1,The salary
1122,2022,2022_119,1,Opportunity for career advancement
1124,2022,2022_121,1,Desire to work in a research environment
1125,2022,2022_122,1,Flexible working hours
1126,2022,2022_123,1,Opportunity to develop software
1127,2022,2022_124,1,Opportunity to develop software
1128,2022,2022_125,1,Desire to work in a research environment
1132,2022,2022_129,1,Desire to advance research
1133,2022,2022_130,1,Desire to work in a research environment
1135,2022,2022_132,1,I want to learn new skills
1136,2022,2022_133,1,Desire to advance research
1137,2022,2022_134,1,Flexible working hours
1138,2022,2022_135,1,I want to learn new skills
1139,2022,2022_136,1,Desire to advance research
1140,2022,2022_137,1,Desire to work in a research environment
1141,2022,2022_138,1,Flexible working hours
1142,2022,2022_139,1,Flexible working hours
1143,2022,2022_140,1,Freedom to choose own working practices
1144,2022,2022_141,1,Ability to work across disciplines
1145,2022,2022_142,1,I want to learn new skills
1146,2022,2022_143,1,Desire to advance research
1147,2022,2022_144,1,Ability to work across disciplines
1148,2022,2022_145,1,I want to learn new skills
1149,2022,2022_146,1,The salary
1151,2022,2022_148,1,Desire to advance research
1152,2022,2022_149,1,Desire to work in a research environment
1153,2022,2022_150,1,Desire to work in a research environment
1154,2022,2022_151,1,Freedom to choose own working practices
1155,2022,2022_152,1,Freedom to choose own working practices
1156,2022,2022_153,1,I want to learn new skills
1158,2022,2022_155,1,Freedom to choose own working practices
1162,2022,2022_159,1,Opportunity for career advancement
1164,2022,2022_161,1,Desire to advance research
1166,2022,2022_163,1,Freedom to choose own working practices
1168,2022,2022_165,1,Desire to advance research
1169,2022,2022_166,1,Opportunity to develop software
1170,2022,2022_167,1,Opportunity for career advancement
1171,2022,2022_168,1,Desire to advance research
1173,2022,2022_170,1,Ability to work across disciplines
1174,2022,2022_171,1,Desire to work in a research environment
1175,2022,2022_172,1,Desire to advance research
1176,2022,2022_173,1,Desire to work in a research environment
1177,2022,2022_174,1,Desire to work in a research environment
1178,2022,2022_175,1,Freedom to choose own working practices
1179,2022,2022_176,1,Opportunity to develop software
1180,2022,2022_177,1,Ability to work across disciplines
1181,2022,2022_178,1,Opportunity to develop software
1182,2022,2022_179,1,Freedom to choose own working practices
1183,2022,2022_180,1,Ability to work across disciplines
1184,2022,2022_181,1,I want to learn new skills
1185,2022,2022_182,1,Freedom to choose own working practices
1186,2022,2022_183,1,Desire to work in a research environment
1187,2022,2022_184,1,Opportunity to develop software
1188,2022,2022_185,1,Freedom to choose own working practices
1189,2022,2022_186,1,Opportunity for career advancement
1192,2022,2022_189,1,Opportunity to develop software
1193,2022,2022_190,1,Ability to work across disciplines
1194,2022,2022_191,1,Freedom to choose own working practices
1195,2022,2022_192,1,Desire to work in a research environment
1196,2022,2022_193,1,Desire to advance research
1199,2022,2022_196,1,Freedom to choose own working practices
1201,2022,2022_198,1,Flexible working hours
1203,2022,2022_200,1,Freedom to choose own working practices
1204,2022,2022_201,1,Desire to work in a research environment
1205,2022,2022_202,1,Desire to work in a research environment
1206,2022,2022_203,1,Freedom to choose own working practices
1207,2022,2022_204,1,Flexible working hours
1208,2022,2022_205,1,Desire to work in a research environment
1209,2022,2022_206,1,Desire to advance research
1210,2022,2022_207,1,Freedom to choose own working practices
1211,2022,2022_208,1,I want to learn new skills
1212,2022,2022_209,1,Desire to advance research
1213,2022,2022_210,1,Opportunity to develop software
1214,2022,2022_211,1,Desire to work in a research environment
1216,2022,2022_213,1,I want to learn new skills
1217,2022,2022_214,1,Flexible working hours
1219,2022,2022_216,1,Ability to work across disciplines
1220,2022,2022_217,1,Desire to work in a research environment
1221,2022,2022_218,1,Desire to work in a research environment
1222,2022,2022_219,1,Desire to advance research
1223,2022,2022_220,1,Freedom to choose own working practices
1225,2022,2022_222,1,Desire to work in a research environment
1226,2022,2022_223,1,Flexible working hours
1227,2022,2022_224,1,Freedom to choose own working practices
1228,2022,2022_225,1,Freedom to choose own working practices
1229,2022,2022_226,1,I want to learn new skills
1230,2022,2022_227,1,Opportunity to develop software
1231,2022,2022_228,1,Desire to advance research
1232,2022,2022_229,1,Desire to advance research
1234,2022,2022_231,1,Desire to advance research
1236,2022,2022_233,1,I want to learn new skills
1238,2022,2022_235,1,Flexible working hours
1239,2022,2022_236,1,Desire to advance research
1242,2022,2022_239,1,Opportunity to develop software
1243,2022,2022_240,1,Desire to advance research
1244,2022,2022_241,1,Opportunity to develop software
1245,2022,2022_242,1,Desire to advance research
1246,2022,2022_243,1,Desire to work in a research environment
1249,2022,2022_246,1,Flexible working hours
1250,2022,2022_247,1,Desire to advance research
1251,2022,2022_248,1,Desire to work in a research environment
1252,2022,2022_249,1,Desire to advance research
1253,2022,2022_250,1,Desire to advance research
1254,2022,2022_251,1,Desire to advance research
1255,2022,2022_252,1,Opportunity to develop software
1256,2022,2022_253,1,Ability to work across disciplines
1257,2022,2022_254,1,Desire to work in a research environment
1261,2022,2022_258,1,Desire to work in a research environment
1263,2022,2022_260,1,I want to learn new skills
1264,2022,2022_261,1,Desire to advance research
1265,2022,2022_262,1,I want to learn new skills
1266,2022,2022_263,1,Opportunity to develop software
1267,2022,2022_264,1,Desire to work in a research environment
1269,2022,2022_266,1,Freedom to choose own working practices
1270,2022,2022_267,1,Flexible working hours
1271,2022,2022_268,1,Freedom to choose own working practices
1272,2022,2022_269,1,Freedom to choose own working practices
1274,2022,2022_271,1,Flexible working hours
1276,2022,2022_273,1,Flexible working hours
1277,2022,2022_274,1,Ability to work across disciplines
1278,2022,2022_275,1,Desire to advance research
1279,2022,2022_276,1,Desire to work in a research environment
1280,2022,2022_277,1,Desire to advance research
1282,2022,2022_279,1,Desire to advance research
1283,2022,2022_280,1,I want to learn new skills
1284,2022,2022_281,1,Ability to work across disciplines
1285,2022,2022_282,1,Ability to work across disciplines
1287,2022,2022_284,1,Freedom to choose own working practices
1288,2022,2022_285,1,I want to learn new skills
1289,2022,2022_286,1,I want to learn new skills
1290,2022,2022_287,1,Flexible working hours
1291,2022,2022_288,1,Opportunity to develop software
1292,2022,2022_289,1,Opportunity to develop software
1293,2022,2022_290,1,Ability to work across disciplines
1294,2022,2022_291,1,Opportunity for career advancement
1295,2022,2022_292,1,Desire to work in a research environment
1296,2022,2022_293,1,Flexible working hours
1297,2022,2022_294,1,Opportunity to develop software
1298,2022,2022_295,1,Freedom to choose own working practices
1299,2022,2022_296,1,Ability to work across disciplines
1300,2022,2022_297,1,Desire to work in a research environment
1301,2022,2022_298,1,Opportunity to develop software
1302,2022,2022_299,1,I want to learn new skills
1303,2022,2022_300,1,I want to learn new skills
1304,2022,2022_301,1,Desire to advance research
1305,2022,2022_302,1,Desire to work in a research environment
1306,2022,2022_303,1,Opportunity to develop software
1307,2022,2022_304,1,Ability to work across disciplines
1308,2022,2022_305,1,Desire to work in a research environment
1309,2022,2022_306,1,Ability to work across disciplines
1310,2022,2022_307,1,Desire to advance research
1311,2022,2022_308,1,Opportunity to develop software
1312,2022,2022_309,1,Desire to work in a research environment
1313,2022,2022_310,1,Desire to work in a research environment
1314,2022,2022_311,1,Desire to work in a research environment
1315,2022,2022_312,1,Ability to work across disciplines
1316,2022,2022_313,1,Desire to advance research
1317,2022,2022_314,1,Desire to work in a research environment
1318,2022,2022_315,1,Desire to work in a research environment
1320,2022,2022_317,1,Flexible working hours
1322,2022,2022_319,1,Desire to advance research
1323,2022,2022_320,1,Opportunity to develop software
1324,2022,2022_321,1,Freedom to choose own working practices
1325,2022,2022_322,1,Desire to work in a research environment
1328,2022,2022_325,1,Flexible working hours
1329,2022,2022_326,1,I want to learn new skills
1330,2022,2022_327,1,Opportunity to develop software
1331,2022,2022_328,1,Desire to work in a research environment
1332,2022,2022_329,1,Freedom to choose own working practices
1333,2022,2022_330,1,Ability to work across disciplines
1334,2022,2022_331,1,Ability to work across disciplines
1335,2022,2022_332,1,I want to learn new skills
1337,2022,2022_334,1,Opportunity for career advancement
1338,2022,2022_335,1,Opportunity to develop software
1339,2022,2022_336,1,Desire to work in a research environment
1340,2022,2022_337,1,Opportunity to develop software
1341,2022,2022_338,1,Desire to advance research
1342,2022,2022_339,1,I want to learn new skills
1343,2022,2022_340,1,Desire to work in a research environment
1344,2022,2022_341,1,Freedom to choose own working practices
1345,2022,2022_342,1,I want to learn new skills
1346,2022,2022_343,1,Desire to advance research
1347,2022,2022_344,1,Desire to advance research
1348,2022,2022_345,1,Desire to advance research
1349,2022,2022_346,1,I want to learn new skills
1350,2022,2022_347,1,Opportunity to develop software
1351,2022,2022_348,1,Desire to work in a research environment
1353,2022,2022_350,1,I want to learn new skills
1355,2022,2022_352,1,I want to learn new skills
1356,2022,2022_353,1,Desire to advance research
1357,2022,2022_354,1,Opportunity to develop software
1358,2022,2022_355,1,Ability to work across disciplines
1359,2022,2022_356,1,Ability to work across disciplines
1360,2022,2022_357,1,Desire to work in a research environment
1362,2022,2022_359,1,Desire to work in a research environment
1363,2022,2022_360,1,I want to learn new skills
1365,2022,2022_362,1,Freedom to choose own working practices
1366,2022,2022_363,1,Opportunity to develop software
1367,2022,2022_364,1,Freedom to choose own working practices
1368,2022,2022_365,1,Ability to work across disciplines
1369,2022,2022_366,1,Desire to work in a research environment
1370,2022,2022_367,1,Desire to work in a research environment
1372,2022,2022_369,1,Desire to work in a research environment
1373,2022,2022_370,1,Desire to work in a research environment
1374,2022,2022_371,1,Flexible working hours
1375,2022,2022_372,1,I want to learn new skills
1376,2022,2022_373,1,Desire to advance research
1377,2022,2022_374,1,Desire to work in a research environment
1378,2022,2022_375,1,Ability to work across disciplines
1381,2022,2022_378,1,Desire to advance research
1382,2022,2022_379,1,I want to learn new skills
1383,2022,2022_380,1,Desire to work in a research environment
1384,2022,2022_381,1,Opportunity for career advancement
1385,2022,2022_382,1,Opportunity to develop software
1387,2022,2022_384,1,Opportunity for career advancement
1388,2022,2022_385,1,Desire to work in a research environment
1389,2022,2022_386,1,I want to learn new skills
1390,2022,2022_387,1,Desire to work in a research environment
1391,2022,2022_388,1,Flexible working hours
1392,2022,2022_389,1,Ability to work across disciplines
1393,2022,2022_390,1,Opportunity for career advancement
1394,2022,2022_391,1,I want to learn new skills
1395,2022,2022_392,1,Desire to advance research
1396,2022,2022_393,1,Desire to work in a research environment
1397,2022,2022_394,1,Desire to work in a research environment
1398,2022,2022_395,1,Ability to work across disciplines
1399,2022,2022_396,1,Opportunity for career advancement
1400,2022,2022_397,1,Desire to advance research
1401,2022,2022_398,1,Desire to work in a research environment
1402,2022,2022_399,1,Desire to advance research
1403,2022,2022_400,1,Desire to advance research
1404,2022,2022_401,1,The salary
1405,2022,2022_402,1,I want to learn new skills
1406,2022,2022_403,1,Opportunity for career advancement
1407,2022,2022_404,1,Freedom to choose own working practices
1408,2022,2022_405,1,I want to learn new skills
1409,2022,2022_406,1,Freedom to choose own working practices
1410,2022,2022_407,1,Flexible working hours
1411,2022,2022_408,1,Desire to work in a research environment
1413,2022,2022_410,1,Desire to work in a research environment
1414,2022,2022_411,1,Freedom to choose own working practices
1415,2022,2022_412,1,Desire to work in a research environment
1416,2022,2022_413,1,Flexible working hours
1417,2022,2022_414,1,Desire to work in a research environment
1418,2022,2022_415,1,The salary
1419,2022,2022_416,1,Freedom to choose own working practices
1420,2022,2022_417,1,Opportunity to develop software
1421,2022,2022_418,1,Freedom to choose own working practices
1422,2022,2022_419,1,Opportunity for career advancement
1423,2022,2022_420,1,Desire to advance research
1424,2022,2022_421,1,Desire to work in a research environment
1425,2022,2022_422,1,Opportunity for career advancement
1426,2022,2022_423,1,I want to learn new skills
1427,2022,2022_424,1,Desire to work in a research environment
1428,2022,2022_425,1,Desire to advance research
1429,2022,2022_426,1,The salary
1431,2022,2022_428,1,Desire to advance research
1432,2022,2022_429,1,Desire to advance research
1433,2022,2022_430,1,Desire to advance research
1434,2022,2022_431,1,Freedom to choose own working practices
1435,2022,2022_432,1,The salary
1436,2022,2022_433,1,Opportunity to develop software
1437,2022,2022_434,1,Freedom to choose own working practices
1438,2022,2022_435,1,I want to learn new skills
1439,2022,2022_436,1,Ability to work across disciplines
1440,2022,2022_437,1,Freedom to choose own working practices
1442,2022,2022_439,1,I want to learn new skills
1443,2022,2022_440,1,The salary
1444,2022,2022_441,1,Ability to work across disciplines
1446,2022,2022_443,1,Freedom to choose own working practices
1447,2022,2022_444,1,I want to learn new skills
1448,2022,2022_445,1,Opportunity for career advancement
1449,2022,2022_446,1,Desire to advance research
1450,2022,2022_447,1,Opportunity to develop software
1451,2022,2022_448,1,Opportunity to develop software
1452,2022,2022_449,1,Desire to advance research
1453,2022,2022_450,1,I want to learn new skills
1455,2022,2022_452,1,Desire to work in a research environment
1456,2022,2022_453,1,Opportunity for career advancement
1457,2022,2022_454,1,Ability to work across disciplines
1459,2022,2022_456,1,Flexible working hours
1460,2022,2022_457,1,Ability to work across disciplines
1461,2022,2022_458,1,I want to learn new skills
1462,2022,2022_459,1,Desire to work in a research environment
1463,2022,2022_460,1,Flexible working hours
1464,2022,2022_461,1,Freedom to choose own working practices
1465,2022,2022_462,1,Freedom to choose own working practices
1467,2022,2022_464,1,Desire to work in a research environment
1471,2022,2022_468,1,Opportunity to develop software
1472,2022,2022_469,1,Freedom to choose own working practices
1473,2022,2022_470,1,Ability to work across disciplines
1474,2022,2022_471,1,Freedom to choose own working practices
1475,2022,2022_472,1,The salary
1477,2022,2022_474,1,I want to learn new skills
1478,2022,2022_475,1,Opportunity to develop software
1480,2022,2022_477,1,Flexible working hours
1482,2022,2022_479,1,Opportunity for career advancement
1484,2022,2022_481,1,Ability to work across disciplines
1485,2022,2022_482,1,Desire to work in a research environment
1486,2022,2022_483,1,Opportunity to develop software
1487,2022,2022_484,1,Opportunity for career advancement
1488,2022,2022_485,1,Flexible working hours
1489,2022,2022_486,1,Desire to advance research
1490,2022,2022_487,1,Opportunity to develop software
1493,2022,2022_490,1,Desire to work in a research environment
1495,2022,2022_492,1,I want to learn new skills
1496,2022,2022_493,1,Desire to work in a research environment
1497,2022,2022_494,1,Desire to work in a research environment
1498,2022,2022_495,1,Desire to advance research
1499,2022,2022_496,1,Opportunity to develop software
1500,2022,2022_497,1,I want to learn new skills
1501,2022,2022_498,1,Opportunity to develop software
1502,2022,2022_499,1,I want to learn new skills
1504,2022,2022_501,1,Opportunity for career advancement
1505,2022,2022_502,1,Desire to advance research
1506,2022,2022_503,1,I want to learn new skills
1507,2022,2022_504,1,Opportunity to develop software
1508,2022,2022_505,1,Flexible working hours
1509,2022,2022_506,1,Desire to advance research
1510,2022,2022_507,1,I want to learn new skills
1511,2022,2022_508,1,The salary
1513,2022,2022_510,1,Ability to work across disciplines
1514,2022,2022_511,1,Opportunity for career advancement
1515,2022,2022_512,1,Opportunity for career advancement
1517,2022,2022_514,1,Freedom to choose own working practices
1518,2022,2022_515,1,Desire to advance research
1519,2022,2022_516,1,Desire to advance research
1520,2022,2022_517,1,Opportunity to develop software
1521,2022,2022_518,1,Desire to work in a research environment
1522,2022,2022_519,1,Desire to advance research
1523,2022,2022_520,1,Desire to work in a research environment
1524,2022,2022_521,1,Desire to work in a research environment
1526,2022,2022_523,1,Flexible working hours
1527,2022,2022_524,1,Desire to work in a research environment
1528,2022,2022_525,1,Opportunity for career advancement
1529,2022,2022_526,1,Opportunity to develop software
1530,2022,2022_527,1,I want to learn new skills
1532,2022,2022_529,1,Desire to advance research
1533,2022,2022_530,1,I want to learn new skills
1534,2022,2022_531,1,Opportunity to develop software
1535,2022,2022_532,1,Ability to work across disciplines
1536,2022,2022_533,1,I want to learn new skills
1537,2022,2022_534,1,Desire to work in a research environment
1538,2022,2022_535,1,I want to learn new skills
1539,2022,2022_536,1,Opportunity to develop software
1541,2022,2022_538,1,Ability to work across disciplines
1542,2022,2022_539,1,Freedom to choose own working practices
1543,2022,2022_540,1,Desire to work in a research environment
1544,2022,2022_541,1,Desire to advance research
1545,2022,2022_542,1,Opportunity to develop software
1546,2022,2022_543,1,Freedom to choose own working practices
1547,2022,2022_544,1,Desire to advance research
1548,2022,2022_545,1,Desire to advance research
1549,2022,2022_546,1,Desire to work in a research environment
1550,2022,2022_547,1,Ability to work across disciplines
1551,2022,2022_548,1,The salary
1552,2022,2022_549,1,Ability to work across disciplines
1555,2022,2022_552,1,Ability to work across disciplines
1556,2022,2022_553,1,Opportunity to develop software
1558,2022,2022_555,1,Desire to advance research
1559,2022,2022_556,1,Ability to work across disciplines
1560,2022,2022_557,1,Freedom to choose own working practices
1561,2022,2022_558,1,Desire to work in a research environment
1562,2022,2022_559,1,Opportunity for career advancement
1563,2022,2022_560,1,Flexible working hours
1564,2022,2022_561,1,Ability to work across disciplines
1565,2022,2022_562,1,I want to learn new skills
1566,2022,2022_563,1,Opportunity to develop software
1567,2022,2022_564,1,Desire to work in a research environment
1569,2022,2022_566,1,Desire to advance research
1571,2022,2022_568,1,Freedom to choose own working practices
1575,2022,2022_572,1,Desire to advance research
1577,2022,2022_574,1,Desire to work in a research environment
1578,2022,2022_575,1,Desire to advance research
1579,2022,2022_576,1,I want to learn new skills
1580,2022,2022_577,1,Desire to advance research
1581,2022,2022_578,1,Freedom to choose own working practices
1582,2022,2022_579,1,The salary
1588,2022,2022_585,1,Desire to work in a research environment
1589,2022,2022_586,1,Desire to advance research
1591,2022,2022_588,1,Ability to work across disciplines
1592,2022,2022_589,1,Desire to advance research
1596,2022,2022_593,1,Opportunity for career advancement
1597,2022,2022_594,1,I want to learn new skills
1598,2022,2022_595,1,I want to learn new skills
1600,2022,2022_597,1,Ability to work across disciplines
1601,2022,2022_598,1,I want to learn new skills
1602,2022,2022_599,1,Desire to advance research
1603,2022,2022_600,1,Desire to work in a research environment
1604,2022,2022_601,1,Ability to work across disciplines
1605,2022,2022_602,1,Opportunity for career advancement
1606,2022,2022_603,1,I want to learn new skills
1607,2022,2022_604,1,Freedom to choose own working practices
1608,2022,2022_605,1,Desire to work in a research environment
1609,2022,2022_606,1,Desire to work in a research environment
1610,2022,2022_607,1,Desire to advance research
1612,2022,2022_609,1,Flexible working hours
1613,2022,2022_610,1,I want to learn new skills
1614,2022,2022_611,1,Desire to advance research
1615,2022,2022_612,1,Freedom to choose own working practices
1617,2022,2022_614,1,Desire to advance research
1618,2022,2022_615,1,Opportunity for career advancement
1619,2022,2022_616,1,I want to learn new skills
1620,2022,2022_617,1,Freedom to choose own working practices
1621,2022,2022_618,1,Flexible working hours
1622,2022,2022_619,1,Desire to work in a research environment
1623,2022,2022_620,1,Freedom to choose own working practices
1624,2022,2022_621,1,Opportunity to develop software
1625,2022,2022_622,1,I want to learn new skills
1626,2022,2022_623,1,Desire to advance research
1627,2022,2022_624,1,Desire to advance research
1628,2022,2022_625,1,Ability to work across disciplines
1629,2022,2022_626,1,Ability to work across disciplines
1630,2022,2022_627,1,Freedom to choose own working practices
1631,2022,2022_628,1,I want to learn new skills
1632,2022,2022_629,1,Desire to work in a research environment
1633,2022,2022_630,1,Ability to work across disciplines
1634,2022,2022_631,1,Opportunity for career advancement
1635,2022,2022_632,1,Freedom to choose own working practices
1636,2022,2022_633,1,Freedom to choose own working practices
1637,2022,2022_634,1,Desire to work in a research environment
1638,2022,2022_635,1,Freedom to choose own working practices
1640,2022,2022_637,1,Freedom to choose own working practices
1641,2022,2022_638,1,Desire to advance research
1642,2022,2022_639,1,I want to learn new skills
1643,2022,2022_640,1,Desire to advance research
1644,2022,2022_641,1,Desire to work in a research environment
1645,2022,2022_642,1,Desire to work in a research environment
1646,2022,2022_643,1,Ability to work across disciplines
1647,2022,2022_644,1,I want to learn new skills
1648,2022,2022_645,1,Desire to work in a research environment
1650,2022,2022_647,1,Ability to work across disciplines
1651,2022,2022_648,1,Flexible working hours
1652,2022,2022_649,1,Ability to work across disciplines
1654,2022,2022_651,1,Ability to work across disciplines
1656,2022,2022_653,1,The salary
1657,2022,2022_654,1,Desire to advance research
1658,2022,2022_655,1,Desire to work in a research environment
1660,2022,2022_657,1,Desire to work in a research environment
1661,2022,2022_658,1,Opportunity to develop software
1662,2022,2022_659,1,Freedom to choose own working practices
1663,2022,2022_660,1,Ability to work across disciplines
1665,2022,2022_662,1,Freedom to choose own working practices
1667,2022,2022_664,1,Flexible working hours
1668,2022,2022_665,1,Desire to advance research
1669,2022,2022_666,1,I want to learn new skills
1671,2022,2022_668,1,Desire to advance research
1672,2022,2022_669,1,Desire to advance research
1673,2022,2022_670,1,Desire to advance research
1674,2022,2022_671,1,Flexible working hours
1675,2022,2022_672,1,Desire to work in a research environment
1677,2022,2022_674,1,Flexible working hours
1679,2022,2022_676,1,Opportunity for career advancement
1680,2022,2022_677,1,Freedom to choose own working practices
1681,2022,2022_678,1,Ability to work across disciplines
1682,2022,2022_679,1,Opportunity to develop software
1683,2022,2022_680,1,Desire to advance research
1685,2022,2022_682,1,I want to learn new skills
1686,2022,2022_683,1,Ability to work across disciplines
1687,2022,2022_684,1,Desire to advance research
1688,2022,2022_685,1,Desire to advance research
1690,2022,2022_687,1,I want to learn new skills
1691,2022,2022_688,1,Desire to work in a research environment
1692,2022,2022_689,1,I want to learn new skills
1693,2022,2022_690,1,Desire to advance research
1694,2022,2022_691,1,Freedom to choose own working practices
1695,2022,2022_692,1,Freedom to choose own working practices
1696,2022,2022_693,1,I want to learn new skills
1697,2022,2022_694,1,Desire to advance research
1698,2022,2022_695,1,Opportunity to develop software
1699,2022,2022_696,1,Desire to work in a research environment
1700,2022,2022_697,1,Desire to advance research
1701,2022,2022_698,1,I want to learn new skills
1702,2022,2022_699,1,Desire to advance research
1703,2022,2022_700,1,Desire to work in a research environment
1704,2022,2022_701,1,Opportunity to develop software
1705,2022,2022_702,1,Freedom to choose own working practices
1706,2022,2022_703,1,Opportunity to develop software
1707,2022,2022_704,1,I want to learn new skills
1708,2022,2022_705,1,Desire to work in a research environment
1711,2022,2022_708,1,I want to learn new skills
1712,2022,2022_709,1,Desire to work in a research environment
1713,2022,2022_710,1,Freedom to choose own working practices
1714,2022,2022_711,1,I want to learn new skills
1715,2022,2022_712,1,Desire to advance research
1716,2022,2022_713,1,Flexible working hours
1717,2022,2022_714,1,Opportunity to develop software
1719,2022,2022_716,1,I want to learn new skills
1720,2022,2022_717,1,Desire to advance research
1721,2022,2022_718,1,Desire to work in a research environment
1722,2022,2022_719,1,Ability to work across disciplines
1723,2022,2022_720,1,Desire to advance research
1725,2022,2022_722,1,Opportunity to develop software
1726,2022,2022_723,1,Opportunity to develop software
1727,2022,2022_724,1,Opportunity to develop software
1728,2022,2022_725,1,Flexible working hours
1729,2022,2022_726,1,Desire to advance research
1730,2022,2022_727,1,I want to learn new skills
1731,2022,2022_728,1,I want to learn new skills
1732,2022,2022_729,1,Desire to advance research
1733,2022,2022_730,1,Desire to advance research
1734,2022,2022_731,1,Desire to work in a research environment
1735,2022,2022_732,1,Flexible working hours
1736,2022,2022_733,1,Flexible working hours
1737,2022,2022_734,1,Desire to work in a research environment
1738,2022,2022_735,1,I want to learn new skills
1739,2022,2022_736,1,Freedom to choose own working practices
1741,2022,2022_738,1,Opportunity to develop software
1742,2022,2022_739,1,Flexible working hours
1743,2022,2022_740,1,Ability to work across disciplines
1744,2022,2022_741,1,Opportunity to develop software
1745,2022,2022_742,1,I want to learn new skills
1746,2022,2022_743,1,Opportunity to develop software
1747,2022,2022_744,1,I want to learn new skills
1748,2022,2022_745,1,Freedom to choose own working practices
1749,2022,2022_746,1,Desire to work in a research environment
1750,2022,2022_747,1,I want to learn new skills
1751,2022,2022_748,1,The salary
1752,2022,2022_749,1,Freedom to choose own working practices
1754,2022,2022_751,1,Desire to work in a research environment
1755,2022,2022_752,1,Opportunity for career advancement
1757,2022,2022_754,1,Desire to advance research
1758,2022,2022_755,1,I want to learn new skills
1760,2022,2022_757,1,The salary
1761,2022,2022_758,1,Freedom to choose own working practices
1762,2022,2022_759,1,Freedom to choose own working practices
1763,2022,2022_760,1,I want to learn new skills
1764,2022,2022_761,1,Desire to work in a research environment
1766,2022,2022_763,1,Desire to work in a research environment
1767,2022,2022_764,1,Flexible working hours
1768,2022,2022_765,1,Desire to work in a research environment
1769,2022,2022_766,1,Flexible working hours
1770,2022,2022_767,1,Desire to work in a research environment
1771,2022,2022_768,1,Desire to work in a research environment
1772,2022,2022_769,1,I want to learn new skills
1773,2022,2022_770,1,Ability to work across disciplines
1774,2022,2022_771,1,I want to learn new skills
1775,2022,2022_772,1,Freedom to choose own working practices
1776,2022,2022_773,1,The salary
1778,2022,2022_775,1,Opportunity for career advancement
1779,2022,2022_776,1,Desire to work in a research environment
1780,2022,2022_777,1,Ability to work across disciplines
1781,2022,2022_778,1,Ability to work across disciplines
1782,2022,2022_779,1,I want to learn new skills
1783,2022,2022_780,1,Opportunity to develop software
1784,2022,2022_781,1,Ability to work across disciplines
1785,2022,2022_782,1,I want to learn new skills
1786,2022,2022_783,1,The salary
1787,2022,2022_784,1,Desire to work in a research environment
1788,2022,2022_785,1,The salary
1789,2022,2022_786,1,Desire to advance research
1790,2022,2022_787,1,Desire to advance research
1791,2022,2022_788,1,Desire to work in a research environment
1792,2022,2022_789,1,I want to learn new skills
1793,2022,2022_790,1,Desire to advance research
1794,2022,2022_791,1,Desire to advance research
1796,2022,2022_793,1,Freedom to choose own working practices
1797,2022,2022_794,1,Desire to work in a research environment
1798,2022,2022_795,1,Desire to work in a research environment
1799,2022,2022_796,1,Freedom to choose own working practices
1800,2022,2022_797,1,Opportunity for career advancement
1801,2022,2022_798,1,Opportunity for career advancement
1802,2022,2022_799,1,Desire to advance research
1803,2022,2022_800,1,Opportunity for career advancement
1804,2022,2022_801,1,Freedom to choose own working practices
1805,2022,2022_802,1,Ability to work across disciplines
1806,2022,2022_803,1,Freedom to choose own working practices
1807,2022,2022_804,1,I want to learn new skills
1808,2022,2022_805,1,Ability to work across disciplines
